發生時間,發生地點,死亡受傷人數,車種,經度,緯度
110年03月20日 14時03分00秒,臺中市梧棲區北上153K處,死亡3;受傷0,營業用-大貨車;自用-小客車;乘客-人;乘客-人,120.538758,24.255833
110年03月20日 14時48分22秒,桃園市八德區長興路350-5號前0.0公尺,死亡1;受傷0,營業用-小貨車(含客、貨兩用);普通重型-機車,121.276621,24.931638
110年03月20日 23時46分08秒,臺南市安南區台江大道二段(近工明五路口),死亡1;受傷0,自用-小客車,120.203844,23.058390
110年03月21日 03時55分00秒,高雄市仁武區高楠公路62號前0.0公尺,死亡1;受傷0,普通重型-機車,120.323793,22.701434
110年03月21日 06時05分00秒,嘉義縣中埔鄉金蘭村金蘭24-3號,死亡1;受傷0,自用-小貨車(含客、貨兩用);電動自行車-慢車,120.506848,23.444068
110年03月21日 16時50分01秒,屏東縣新園鄉興安路5號前,死亡1;受傷0,普通重型-機車,120.463904,22.512014
110年03月21日 21時32分00秒,新北市五股區新北市五股區新五路2段與蓬萊路,死亡1;受傷0,遊覽車-大客車;普通重型-機車,121.438610,25.078531
110年03月23日 06時50分00秒,臺北市信義區松山路 / 臺北市信義區福德街,死亡1;受傷0,民營公車-大客車;行人-人,121.578536,25.036229
110年03月23日 15時02分32秒,苗栗縣卓蘭鎮中正路145號前0.0公尺,死亡1;受傷0,自用-大貨車;腳踏自行車-慢車,120.828424,24.312061
110年03月23日 16時50分12秒,臺南市安南區長和路1段1巷(台電大豐高幹108-1電桿)前,死亡1;受傷0,普通重型-機車;自用-大貨車,120.238379,23.052107
110年03月23日 17時39分14秒,嘉義縣太保市新埤里台18線與嘉49線路口,死亡1;受傷0,自用-大貨車;自用-小客車,120.334605,23.475235
110年03月23日 22時42分00秒,臺北市大同區鄭州路 / 臺北市大同區西寧北路,死亡1;受傷0,自用-小客車;普通重型-機車,121.508202,25.050605
110年03月23日 23時07分00秒,新竹縣湖口鄉新興路560之2號前0.0公尺附近,死亡1;受傷0,自用-小客車;普通重型-機車;自用-小貨車(含客、貨兩用),121.005827,24.878083
110年03月24日 18時00分00秒,高雄市大寮區鳳林一路 / 高雄市大寮區無名路,死亡1;受傷0,營業用-半聯結車;普通重型-機車,120.401191,22.584481
110年03月25日 04時00分00秒,高雄市三民區國道1號 364公里800.0公尺處南側向外側,死亡1;受傷1,自用-小客車;自用-小客車,120.333205,22.656458
110年03月25日 05時38分00秒,臺中市霧峰區四德里四德北路63號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車,120.664852,24.064608
110年03月25日 16時40分00秒,彰化縣溪湖鎮番婆里彰水路2段463號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);其他人-人,120.480675,23.945903
110年03月25日 19時39分00秒,雲林縣虎尾鎮惠來里145乙與產業道路口,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.495705,23.730013
110年03月26日 06時00分00秒,新北市鶯歌區新北市鶯歌區福德一路1號旁,死亡1;受傷0,自用-曳引車;普通重型-機車,121.326089,24.935055
110年03月26日 07時38分00秒,高雄市岡山區介壽西路 / 高雄市岡山區頂潭路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.275737,22.784280
110年03月26日 08時39分36秒,屏東縣萬丹鄉萬生村大學路103號前0.0公尺,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.517402,22.597528
110年03月26日 20時55分00秒,臺南市左鎮區榮和里菜寮97號旁產業道路口,死亡1;受傷0,普通重型-機車,120.399183,23.061385
110年03月26日 21時50分00秒,苗栗縣公館鄉五谷村五谷128-5號前水溝,死亡1;受傷0,普通重型-機車,120.816108,24.523414
110年03月26日 22時50分13秒,臺南市安定區港南里國道8號側車道港口1-26號前0.0公尺,死亡1;受傷0,自用-小客車;乘客-人,120.225706,23.085733
110年03月26日 23時48分00秒,高雄市大寮區興隆路 / 高雄市大寮區東隆街,死亡1;受傷0,自用-小客車;普通重型-機車,120.412430,22.607671
110年03月27日 02時33分00秒,臺南市永康區中正北路與龍橋街口,死亡1;受傷0,普通重型-機車;自用-小客車,120.261836,23.045786
110年03月27日 07時30分00秒,高雄市美濃區復興街1段411巷中壇238電桿號前0.0公尺,死亡1;受傷0,普通重型-機車,120.548881,22.872118
110年03月27日 11時18分00秒,臺中市南區南和里工學路40號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);人力車-慢車;自用-小客車,120.666078,24.117029
110年03月27日 15時41分43秒,苗栗縣苑裡鎮山柑里山柑2-1號旁二姐檳榔攤前,死亡1;受傷1,普通重型-機車;普通重型-機車,120.677302,24.388185
110年03月27日 16時18分24秒,嘉義縣大林鎮排路里162線與早知路路口,死亡1;受傷1,自用-大貨車;普通重型-機車;乘客-人,120.429706,23.613579
110年03月27日 16時55分00秒,彰化縣埤頭鄉豊崙村彰水路4段 / 彰化縣埤頭鄉豊崙村彰水路4段,死亡1;受傷0,普通重型-機車;自用-小客車,120.474515,23.921561
110年03月27日 20時52分00秒,高雄市大寮區鳳林三路373巷7之5號前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人,120.396500,22.601710
110年03月28日 09時21分41秒,桃園市大溪區國道3號 58公里300.0公尺處北側向輔助,死亡1;受傷2,自用-小客車;營業用-半聯結車;營業用-半聯結車;乘客-人,121.261727,24.886544
110年03月28日 11時25分00秒,嘉義縣中埔鄉石硦村台三線309公里400公尺處,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.583205,23.373379
110年03月28日 18時20分00秒,臺南市安南區安明路2段路燈117號前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,120.159562,23.038870
110年03月29日 05時08分00秒,彰化縣伸港鄉大同村中興路2段88號前0.0公尺前,死亡1;受傷0,自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車,120.485895,24.158920
110年03月29日 10時55分00秒,臺中市新社區電桿成功幹163旁,死亡1;受傷0,大型重型2(250-550C.C.)-機車,120.888245,24.097551
110年03月29日 16時17分00秒,桃園市桃園區龍壽街125號前0.0公尺附近,死亡1;受傷1,腳踏自行車-慢車;普通重型-機車;自用-小客車,121.268315,24.981672
110年03月29日 18時32分00秒,南投縣南投市中正路194號,死亡1;受傷0,自用-小客車;其他人-人,120.691121,23.948843
110年03月29日 21時02分00秒,臺中市神岡區圳前里中山路1720巷60號前0.0公尺,死亡1;受傷0,普通重型-機車;行人-人,120.652993,24.264298
110年03月30日 09時30分00秒,嘉義縣民雄鄉福興村牛稠溪1739號旁路口,死亡1;受傷0,普通重型-機車,120.420861,23.515962
110年03月30日 11時08分00秒,屏東縣新園鄉港墘村港墘路2之398號號前0.0公尺附近,死亡1;受傷0,普通重型-機車,120.465870,22.534542
110年03月31日 07時45分00秒,高雄市鳥松區文前路鳥松0047號前0.0公尺,死亡1;受傷0,普通重型-機車,120.348819,22.667292
110年03月31日 10時55分00秒,臺中市南屯區楓樹里環中路五段 / 臺中市南屯區楓樹里永春東三路,死亡1;受傷0,自用-大貨車;普通重型-機車,120.631041,24.149175
110年03月31日 12時09分00秒,高雄市左營區軍校路82號前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小客車;普通重型-機車,120.292626,22.689906
110年04月01日 06時56分00秒,臺中市南區江川里建成路 / 臺中市南區江川里復興園路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.672009,24.126484
110年04月01日 09時01分00秒,高雄市前鎮區中山四路.號前0.0公尺,死亡1;受傷1,營業用-大貨車;營業用-半聯結車;自用-小貨車(含客、貨兩用);乘客-人,120.332117,22.576724
110年04月01日 10時50分11秒,花蓮縣壽豐鄉中山路3段92號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人;普通重型-機車;自用-小客車,121.530914,23.909678
110年04月01日 22時53分00秒,花蓮縣玉里鎮台30線 20公里500.0公尺處,死亡1;受傷1,普通重型-機車;乘客-人,121.337744,23.290706
110年04月02日 02時10分13秒,宜蘭縣冬山鄉廣興路165號前0.0公尺附近,死亡1;受傷0,自用-小客車;行人-人,121.749843,24.670097
110年04月02日 04時33分00秒,高雄市鳳山區澄清路 / 高雄市鳳山區中山西路,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),120.341900,22.630160
110年04月02日 07時08分00秒,新北市石碇區新北市石碇區北宜公路27.3公里處,死亡1;受傷0,普通重型-機車;營業用-大貨車,121.677618,24.937839
110年04月02日 20時15分36秒,臺南市善化區蓮潭里目加溜灣大道前0.0公尺,死亡1;受傷0,普通重型-機車,120.307239,23.119163
110年04月02日 22時18分43秒,新竹縣寶山鄉新湖路三段溪峰高幹164,死亡1;受傷1,普通重型-機車;乘客-人,121.004430,24.718997
110年04月03日 13時13分00秒,高雄市林園區工業二路林工二047號前0.0公尺,死亡1;受傷0,普通重型-機車,120.394400,22.509230
110年04月03日 16時20分00秒,嘉義縣大埔鄉西興村台三線351公里500公尺處,死亡1;受傷0,自用-小客車;普通重型-機車;普通重型-機車;營業用-曳引車,120.598792,23.301073
110年04月04日 03時23分15秒,桃園市大園區田溪路照鏡橋旁,死亡1;受傷1,普通重型-機車;乘客-人,121.197903,25.033247
110年04月04日 09時11分23秒,花蓮縣秀林鄉台8線 160.8公里附近,死亡1;受傷0,腳踏自行車-慢車,121.487902,24.198777
110年04月04日 11時12分00秒,彰化縣溪湖鎮河東里環河路1段前0.0公尺,死亡1;受傷0,普通重型-機車,120.483431,23.966865
110年04月04日 11時15分00秒,高雄市前鎮區后平路 / 高雄市前鎮區后安路,死亡1;受傷0,普通重型-機車;自用-小客車,120.321232,22.572595
110年04月04日 13時04分35秒,新竹縣新埔鎮文山路亞東段127號附近(電桿:遠東高幹7E0693GA97),死亡1;受傷1,自用-小客車;乘客-人,121.061854,24.824496
110年04月04日 21時00分00秒,桃園市大園區國道2號 4公里400.0公尺處東側向路肩,死亡1;受傷0,自用-小客車,121.213828,25.056851
110年04月05日 03時23分00秒,南投縣信義鄉投97 7公里700.0公尺處,死亡1;受傷0,普通重型-機車,120.940588,23.830053
110年04月05日 07時10分00秒,高雄市甲仙區台29省道41公里號前0.0公尺,死亡1;受傷6,租賃車-小客車;自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,120.552023,23.045031
110年04月05日 11時32分48秒,苗栗縣頭份市中正一路口 / 苗栗縣頭份市中正一路口,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,120.938685,24.683069
110年04月05日 14時04分00秒,屏東縣萬巒鄉保安路1-2號旁,死亡2;受傷1,普通重型-機車;乘客-人;乘客-人,120.607415,22.616866
110年04月06日 02時35分00秒,臺南市佳里區縣176線 14公里800.0公尺處東側向路肩,死亡1;受傷0,普通重型-機車,120.203713,23.172437
110年04月06日 03時04分00秒,彰化縣田中鎮三安里員集路1段400號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,120.595635,23.844232
110年04月06日 15時00分00秒,高雄市林園區林內路45巷28號前0.0公尺,死亡1;受傷0,電動輔助自行車-慢車,120.400994,22.532839
110年04月06日 17時04分00秒,桃園市八德區和平路870號前0.0公尺,死亡1;受傷0,自用-大貨車;行人-人;自用-小客車,121.319456,24.959296
110年04月08日 09時13分00秒,臺北市大安區忠孝東路4段 / 臺北市大安區敦化南路1段,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.553466,25.041680
110年04月08日 11時30分00秒,彰化縣埔鹽鄉新水村大新路1弄10-8號前0.0公尺附近,死亡1;受傷0,普通重型-機車;自用-小客車,120.443777,23.988773
110年04月08日 12時05分00秒,新北市鶯歌區新北市鶯歌區文化路407號,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,121.353220,24.949439
110年04月08日 18時44分23秒,臺南市東山區聖賢里南314線4.5公里處,死亡1;受傷0,普通重型-機車,120.351522,23.308267
110年04月09日 07時21分00秒,桃園市桃園區南平路橋上近春日路(M110040474)同安所,死亡1;受傷1,普通重型-機車;普通重型-機車,121.307160,25.021462
110年04月09日 09時34分00秒,嘉義縣民雄鄉松山村松子腳38之4號旁,死亡1;受傷2,自用-小客車;乘客-人;乘客-人,120.472417,23.540523
110年04月09日 16時30分00秒,桃園市大園區中正東路1段330號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,121.198252,25.064041
110年04月10日 07時12分00秒,新北市樹林區新北市樹林區中和街78之1號旁,死亡1;受傷0,普通重型-機車,121.382827,24.980909
110年04月10日 12時30分07秒,臺南市麻豆區南48 500.0公尺處西側,死亡1;受傷0,普通重型-機車,120.228215,23.168182
110年04月10日 13時54分00秒,高雄市橋頭區橋新六路新莊035燈桿號前0.0公尺,死亡1;受傷0,普通重型-機車,120.310347,22.747695
110年04月10日 16時07分00秒,苗栗縣頭份市中華路與科東二路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車,120.920972,24.701958
110年04月10日 17時45分00秒,新北市三重區新北市三重區疏洪十二路中山橋下,死亡1;受傷0,普通重型-機車;普通重型-機車,121.473932,25.061249
110年04月10日 18時42分06秒,臺南市南區86快速道路永成交流道匝道口,死亡1;受傷3,自用-小客車;乘客-人;乘客-人;乘客-人,120.192582,22.933338
110年04月10日 23時20分47秒,臺南市仁德區中正路一段口 / 臺南市仁德區中正路一段,死亡1;受傷0,普通重型-機車;自用-小客車,120.242058,22.926463
110年04月11日 14時05分00秒,雲林縣東勢鄉安南村縣道153北上慢車道4公里處,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,120.256158,23.707691
110年04月11日 18時38分00秒,彰化縣永靖鄉同安村永福路1段692號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.527908,23.924058
110年04月11日 19時05分00秒,臺北市內湖區瑞光路 / 臺北市內湖區陽光街,死亡1;受傷0,普通重型-機車;自用-小客車,121.578903,25.073895
110年04月11日 22時24分00秒,臺北市松山區敦化北路 / 臺北市松山區八德路3段,死亡1;受傷1,普通重型-機車;行人-人,121.549165,25.048221
110年04月12日 09時36分00秒,桃園市觀音區中正路150號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車;營業用-曳引車,121.082363,25.033666
110年04月12日 11時57分00秒,新北市新店區新北市新店區北宜路18.8K,死亡1;受傷0,腳踏自行車-慢車,121.542779,24.953206
110年04月12日 12時50分00秒,嘉義縣太保市過溝里嘉56線5公里200公尺處,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用);營業用-大貨車,120.356358,23.493099
110年04月12日 12時53分00秒,臺南市七股區大埕里大埕448號,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.140948,23.136229
110年04月12日 19時05分00秒,桃園市蘆竹區南崁路2段口 / 桃園市蘆竹區長興路4段口,死亡1;受傷1,普通重型-機車;營業用-大貨車;乘客-人,121.266856,25.062515
